iter	RMSE
942	2.180380395
943	2.180133571
944	2.180042532
945	2.179017799
946	2.177895365
947	2.177718639
948	2.175645561
949	2.174625191
950	2.172623966
951	2.172427532
952	2.170761741
953	2.170686417
954	2.170564825
955	2.170498201
956	2.170324635
957	2.169387469
958	2.169254009
959	2.169190718
960	2.167429095
961	2.167038625
962	2.166822663
963	2.166105965
964	2.166022028
965	2.165818194
966	2.165555025
967	2.165403306
968	2.165182013
969	2.164618896
970	2.164544422
971	2.164132033
972	2.161869398
973	2.161459215
974	2.161331895
975	2.159408547
976	2.159335718
977	2.159140652
978	2.159046169
979	2.158973352
980	2.158788206
981	2.158633459
982	2.158190364
983	2.158049116
984	2.157993787
985	2.157892628
986	2.157506397
987	2.15496151
988	2.15362294
989	2.151022454
990	2.150934915
991	2.146594586
992	2.146399884
993	2.146227578
994	2.146134123
995	2.146040374
996	2.145945806
997	2.145793885
998	2.145694774
999	2.14531419
